content,author_comment,editor_memo,create_datetime,author_url,author,license
血液も十二星座も信じない心臓の音だけがほんとう,,,"Jun 2, 2025 6:30 pm",https://twitter.com/suimitudou16,睡密堂,CC BY-NC-ND 4.0
真っ白な紫陽花を見て何色に染まらなくてもいいと気づいた,,,"Jun 1, 2025 4:40 am",https://twitter.com/kiriyamatouta31,桐谷やまと,CC BY-NC-ND 4.0
六月を予感させない風になり懐中時計を巻き戻してみる,,,"May 31, 2025 9:45 pm",https://twitter.com/osorakukajin,奈路 侃,CC BY-NC-ND 4.0
母さんが見たUFOが本当にUFOだったという可能性,,,"Jun 2, 2025 2:42 pm",https://twitter.com/cotori_rin,琴里梨央,CC BY-NC-ND 4.0
不忍の池に月面雨音か白兎の蓮を愛でつ駆けるか,雨の日の上野公園の夜。,,"Jun 1, 2025 1:37 pm",https://twitter.com/misosarasenryu,鯖虎,CC BY-NC-ND 4.0
おごそかな狐薊の風媒にぼくの自白が混じってしまう  ,,,"Jun 15, 2025 5:55 pm",https://twitter.com/HaL7sg,青兎,CC BY-NC-ND 4.0
あの夏に返せなかった文庫本　インクと埃に染みた香水,,,"May 29, 2025 1:27 pm",https://twitter.com/_sa_you_tanka_,稗田 白湯.,CC BY-NC-ND 4.0
恋だって思っていたの羽化をして伸ばした翅が色づくまでは,,,"Jun 7, 2025 8:30 pm",https://twitter.com/Linon_non,りのん,CC BY-NC-ND 4.0
別皿にクロックムッシュとマダムとは盛られて互いは冷めた関係,,,"Jun 1, 2025 2:48 am",https://twitter.com/kijousan,宇井モナミ,CC BY-NC-ND 4.0
のぞみって字面を部屋で夢想する　望とも書く希とも書く,,,"Jun 7, 2025 12:05 am",https://twitter.com/hiroyuki_life,hiroyuki,CC BY-NC-ND 4.0
「ドーナツを食うんだ」そう言うことでしか愛を示せぬ哀しき獣,,,"Jun 7, 2025 12:54 pm",https://twitter.com/leslie_bekkie,別木れすり,CC BY-NC-ND 4.0
復讐は日柄が悪いし改めて後日こちらが伺い申す,,,"Jun 1, 2025 1:30 am",https://twitter.com/Zmc10Goku,じもぶん,CC BY-NC-ND 4.0
口パクでゆっくり「ウニ」と言ってみてあなたのことを試したくなる,ゆっくり言うのがポイントです。あわよくば照れた顔がみたいです。,,"Jun 3, 2025 3:09 pm",https://twitter.com/Ns4HhpKEzA10870,サ行,CC BY-NC-ND 4.0
小さい≪ちさい≫ころ鉛筆≪えんぺつ≫めっちゃ舐めたんで今もなまりがぬけませんねん,我ながら、キレイにオチがつけられたな、て。,,"Jun 15, 2025 7:38 pm",https://twitter.com/you_chun25438,とんだ一杯食わせ者,CC BY-NC-ND 4.0
おなじほどやけどをあなたに負わせたいきもちでわたし百年生きた,,,"May 31, 2025 7:53 am",https://twitter.com/MeFuchsia,綿鍋和智子,CC BY-NC-ND 4.0
太陽を食んだ唇《くち》へと触れてから、ばらが燃えてる音 ︎︎こんなにも,,,"Jun 2, 2025 11:20 pm",https://twitter.com/keshiki_kgym,久我山景色,CC BY-NC-ND 4.0
来世では会わずにいましょう目を閉じて木香薔薇のアーチを抜ける,,,"Jun 2, 2025 2:44 pm",https://twitter.com/cotori_rin,琴里梨央,CC BY-NC-ND 4.0
シャブくってガン牌キメる怪物がごろごろ出てくる麻雀マンガ,,,"Jun 1, 2025 1:28 am",https://twitter.com/Zmc10Goku,じもぶん,CC BY-NC-ND 4.0
どの粒も夕陽をたたえ八朔の寄り添うようにさみしい密度,,,"Jun 15, 2025 1:13 pm",https://twitter.com/https://twitter.com/qeiV97pW0x5342,ケムニマキコ,CC BY-NC-ND 4.0
両耳に蓋をしまして脳みそをメロディ漬けにしたら食べ頃,,,"Jun 1, 2025 8:18 am",https://twitter.com/mintozuku,辰野音子,CC BY-NC-ND 4.0
泣きたい夜専用の香水を身に纏えばうまれる静かな泉,,,"May 31, 2025 7:36 am",https://twitter.com/shienkotonoha,佐竹紫円,CC BY-NC-ND 4.0
朔月や綿のはなしべひらくころふたたび会えるわたくしの君,,,"May 30, 2025 3:32 pm",https://twitter.com/haku_reimi89013,白黎海,CC BY-NC-ND 4.0
人生で初めて生卵を割った時の手つきでしよう自殺を,,,"Jun 11, 2025 4:27 pm",https://twitter.com/kurage_pancake,金井水月,CC BY-NC-ND 4.0
どのくらい油を注げばあなたから恋の炎はあがるでしょうか,,,"May 31, 2025 12:21 am",https://twitter.com/18necco18,宮緖かよ,CC BY-NC-ND 4.0
星だって輝いてるのは夜だけで僕には僕のそのときがある,,,"Jun 14, 2025 11:42 pm",https://twitter.com/okanocoelacanth,みぎひと,CC BY-NC-ND 4.0
まるでスローモーションみたいなまばたきのたびにあなたにフォーカスをする,,,"Jun 3, 2025 6:11 pm",https://twitter.com/sinachiku_no_yo,萎竹,CC BY-NC-ND 4.0
この灰のどの粒だろう永遠の愛を誓ったはずの唇,,,"Jun 15, 2025 1:13 pm",https://twitter.com/https://twitter.com/qeiV97pW0x5342,ケムニマキコ,CC BY-NC-ND 4.0
大切な言葉は不意に消えるから歌の小箱へたたんで入れる,,,"Jun 9, 2025 6:04 pm",https://twitter.com/sorapoky,山口絢子,CC BY-NC-ND 4.0
毎日はとても単純　あなたの夜にはあなたの月が隠れています,,,"Jun 15, 2025 4:22 pm",https://twitter.com/@umi915uta,海,CC BY-NC-ND 4.0
数えたらスプーンの数だけ足りなくてそういう傷つき方をしたこと,,,"Jun 12, 2025 2:16 am",https://twitter.com/nagikawase,川瀬十萠子,CC BY-NC-ND 4.0
怪獣になればあなたを美しいままで噛まずに飲み込むだろう,,,"Jun 13, 2025 10:11 pm",https://twitter.com/Loswell612,白川楼瑠,CC BY-NC-ND 4.0
長男は指を吸わせて「吸いよる」と吾に見せたり兄の目をして,,,"Jun 15, 2025 1:09 pm",https://twitter.com/ume_dori,梅鶏,CC BY-NC-ND 4.0
不意に泣く痛いの痛いの飛んでけと飛ばした誰かの痛みに触れて,,,"Jun 1, 2025 2:47 am",https://twitter.com/kijousan,宇井モナミ,CC BY-NC-ND 4.0
「おめでとう、お幸せに」を打った後　片思い捨てる不燃ごみの日,,,"May 31, 2025 10:27 pm",https://twitter.com/OkadaDouitsu,岡田道一,CC BY-NC-ND 4.0
あの人にとってわたしは野良猫で撫でたら家に帰るんだろう,,,"Jun 1, 2025 10:09 pm",https://twitter.com/nashiorringo,にいたかりんご,CC BY-NC-ND 4.0
鰻より穴子の方が好きだった双子のように似た二人でも,,,"May 31, 2025 9:29 pm",https://twitter.com/tanimanon258x,谷まのん,CC BY-NC-ND 4.0
愛に愛という名をつけた人らも愛の向こうで生まれたはずだ,愛、と私たちは簡単に口にするけれど、誰が名付けたんだろうか。名付けた人はきっと愛し愛され幸せだったのだろうと想像しながら詠みました。,,"Jun 2, 2025 12:10 pm",https://twitter.com/nina_minaduki27,水無月ニナ,CC BY-NC-ND 4.0
カレンダー1日早く進めればおれだけの街おれだけの空,,,"Jun 4, 2025 12:33 am",https://twitter.com/narita_tanka,竜泉寺成田,CC BY-NC-ND 4.0
せんえんを靴底にかくし永遠を探すわたしのいちばん愚か,,,"Jun 8, 2025 7:38 am",https://twitter.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
生活は楽しむためにあるのだと暦の中の白蝶が舞う,,,"Jun 15, 2025 7:41 pm",https://twitter.com/sikibukyo,祥,CC BY-NC-ND 4.0
なんで今別れ話を切り出すの 月面でする話じゃ無いよ,別れ話はどんなシチュエーションでも嫌ですが月面って更にどうしようもないなと思って歌にしてみました,,"Jun 6, 2025 12:35 am",https://twitter.com/tyrannos818181,さに。,CC BY-NC-ND 4.0
あなたしか見ていなかった　眼裏に収まりきらず溢れるほどに,,,"Jun 2, 2025 12:46 am",https://twitter.com/shimamoyou0,嶌靄,CC BY-NC-ND 4.0
色褪せた手のひらサイズのぬいぐるみなんだか軽い　一人分だけ,,,"Jun 3, 2025 3:50 pm",https://twitter.com/nuttarifan,乃木ひかり,CC BY-NC-ND 4.0
土曜日が待てど暮らせど雨なのは好き嫌いをした罰でしょうか？,,,"Jun 14, 2025 5:46 pm",https://twitter.com/_yuumatsu,まつさかゆう,CC BY-NC-ND 4.0
窓に這う雨それぞれに一瞬を生きて諸行無常を伝える,窓に這う雨粒は一瞬にして流れ落ちてしまいます。雨だと思えばただの水分ですが、わたしには一瞬のいのちのように思えます。諸行無常とは何かを我々に教えてくれているようです。,,"May 30, 2025 9:37 am",https://twitter.com/mahounomahou,まほう野まほう,CC BY-NC-ND 4.0
あくびしたワニの歯間で寝るくらい脆いわたしを抱きしめてよ,,,"Jun 14, 2025 5:44 pm",https://twitter.com/_yuumatsu,まつさかゆう,CC BY-NC-ND 4.0
｢あ｣と打って予測変換｢ありがとう｣出てきたきみに花丸あげる,,,"Jun 1, 2025 4:39 am",https://twitter.com/kiriyamatouta31,桐谷やまと,CC BY-NC-ND 4.0
だましても心が痛むことはなく喉に焼き付く甘いシロップ,,,"May 31, 2025 12:15 pm",https://twitter.com/Amamiyaamaki,雨宮雨霧,CC BY-NC-ND 4.0
雨は午後には上がるらしいブルーってたまに浸るのにちょうどいい色,,,"May 31, 2025 7:35 am",https://twitter.com/shienkotonoha,佐竹紫円,CC BY-NC-ND 4.0
芍薬を二百六本抱きしめてうつくしい人に成り代わりたい,,,"Jun 7, 2025 12:55 pm",https://twitter.com/leslie_bekkie,別木れすり,CC BY-NC-ND 4.0
あの人は花鳥風月なにもかも足りすぎていて触れなかった,,,"Jun 2, 2025 11:09 pm",https://twitter.com/36aoRu1Re4K4AbR,空虚 シガイ,CC BY-NC-ND 4.0
想像で切腹をするおへそよりちょっと左に夕焼けを飼う,,,"Jun 7, 2025 10:21 am",https://twitter.com/teto_starlight,てと,CC BY-NC-ND 4.0
よいこともよくないことも葉桜に上書きされて人は忘れる,,,"Jun 9, 2025 6:02 pm",https://twitter.com/sorapoky,山口絢子,CC BY-NC-ND 4.0
つやつやの自信を持って身一つでショートケーキの天辺に乗れ,,,"Jun 1, 2025 8:17 am",https://twitter.com/mintozuku,辰野音子,CC BY-NC-ND 4.0
カウンター横に置かれた水槽でメニューのように泳ぐ魚ら,,,"Jun 11, 2025 2:10 pm",https://twitter.com/sonatine_yuki,村川愉季,CC BY-NC-ND 4.0
取材には応じませんという顔で上向く犬の目に映る空,,,"Jun 15, 2025 8:15 pm",https://twitter.com/kootarogo,藤瀬こうたろー,CC BY-NC-ND 4.0
できるだけ優しくありたい欠片でも自分を好きでいられるように,,,"Jun 6, 2025 11:54 pm",https://twitter.com/buumekonbutya,ume,CC BY-NC-ND 4.0
柔らかにバナナはナイフを受け入れて私のための嘘に似ていた,,,"Jun 12, 2025 2:16 am",https://twitter.com/nagikawase,川瀬十萠子,CC BY-NC-ND 4.0
アトラスの軌道をなぞり指先はテーブルを離れゆく　また会える,,,"May 31, 2025 8:16 pm",https://twitter.com/marja0312tk,まる弥,CC BY-NC-ND 4.0
水の色みたいな会話　終わりまで見透す老いたふたりの魚,,,"Jun 2, 2025 10:52 am",https://twitter.com/murasameshinco,ムラサメシンコ,CC BY-NC-ND 4.0
うぱうぱとなかないウーパールーパーがうっかりうぱとなけたら似合う,,,"Jun 1, 2025 1:27 am",https://twitter.com/Zmc10Goku,じもぶん,CC BY-NC-ND 4.0
点と点結べば直線になるでしょ　そんな感じで星座を生もうよ,,,"Jun 2, 2025 12:57 pm",https://twitter.com/Itsuki_Mao,しみず,CC BY-NC-ND 4.0
雨だったことがあるのね睡蓮を胎内にふれてきたようなにおいで,,,"Jun 14, 2025 1:39 am",https://twitter.com/natsutani_clara,夏谷くらら,CC BY-NC-ND 4.0
「すてきです」だけをおたがい言い合って銀河の果てへ続くしりとり,,,"May 31, 2025 9:49 pm",https://twitter.com/maomurataxyz,村田真央,CC BY-NC-ND 4.0
ドーナツとアリジゴクの巣を間違えたアリの舌打ちみたいなくしゃみ,,,"Jun 14, 2025 7:28 pm",https://twitter.com/Shinnsyutu2020,宇祖田都子,CC BY-NC-ND 4.0
並べれば足りないことが明らかなカードでずっと占っている,,,"Jun 14, 2025 7:29 pm",https://twitter.com/Shinnsyutu2020,宇祖田都子,CC BY-NC-ND 4.0
あゝ彼を見てはいけないもう羽が生えています、と初夏のホームで,,,"Jun 6, 2025 4:13 pm",https://twitter.com/_i_il_i_,メタのおわり,CC BY-NC-ND 4.0
忘れずにいられるコツはありますかクーポン券の有効期限,,,"May 30, 2025 1:56 am",https://twitter.com/blue_navy_color,青色紺色,CC BY-NC-ND 4.0
じょうずだね、嘘が、悲劇の扱いが、レンジの中で冷めたカフェオレ,,,"May 31, 2025 9:24 pm",https://twitter.com/azplanetaz,tanaka azusa,CC BY-NC-ND 4.0
くちびるが触れたら終わり　もう嘘が見えないほどの目眩く白,,,"Jun 2, 2025 10:52 am",https://twitter.com/murasameshinco,ムラサメシンコ,CC BY-NC-ND 4.0
途中まで一緒に帰るあの子とも別れる時がだんだん迫る,,,"May 31, 2025 9:30 pm",https://twitter.com/tanimanon258x,谷まのん,CC BY-NC-ND 4.0
皆さんが静かになるまで幾千の星がまたたき燃え尽きました,,,"Jun 1, 2025 5:12 pm",https://twitter.com/TEN_57577,てん,CC BY-NC-ND 4.0
夏 きみと抜け出すためのパーティーの招待状がポストに来ない,,,"Jun 2, 2025 5:49 pm",https://twitter.com/ttmx6,畳川鷺々,CC BY-NC-ND 4.0
人間に割られることと引き換えに廃棄キャベツを食べているウニ,,,"May 31, 2025 7:54 am",https://twitter.com/MeFuchsia,綿鍋和智子,CC BY-NC-ND 4.0
放課後にひっそり語る帰宅部の秘密会議の題は「人生」,,,"Jun 1, 2025 9:23 pm",https://twitter.com/ASAHINOMI29,ひのき あさみ,CC BY-NC-ND 4.0
緑の葉揺れるこんな晴れた日は洗濯物になって漂う,,,"Jun 1, 2025 3:19 pm",https://twitter.com/jg_asatsuki,麻月,CC BY-NC-ND 4.0
筆箱に隠した十二面ダイス　うお座が一位になるまで投げる,,,"Jun 3, 2025 8:20 pm",https://twitter.com/numberlock_k,Rhythm,CC BY-NC-ND 4.0
消えた愛取り戻すことは無理なんだ　何度言ってる何を言ってる,失われた愛は、もう二度と元には戻らない。その厳しい現実を頭では理解していながらも、心が完全には受け入れきれずにいる。そんな堂々巡りの葛藤を、思わず口から漏れ出たような言葉で表現しました。下の句「何度言ってる何を言ってる」は、終わった関係にすがる相手への苛立ちであると同時に、諦めきれない自分自身に向かって「いい加減にしろ」と問い詰める、内なる声でもあります。終わった恋を前にして、誰もが経験するであろう心の揺らぎと、そこから抜け出そうとする意志の狭間を切り取った一首です。ＡＩは読者の意見的なものとして、最後に参考に意見を聞きました。,,"Jun 14, 2025 11:58 pm",https://twitter.com/toto_books,つくだとしお,CC BY-NC-ND 4.0
本当に言いたいことは呑みこんで少し強めに刺すパンケーキ,,,"Jun 1, 2025 11:14 am",https://twitter.com/rebelxduck,木ノ宮むじな,CC BY-NC-ND 4.0
こわれやすいものだけ抱いて眠りたい今夜は棘のない薔薇でいて,,,"Jun 14, 2025 1:40 am",https://twitter.com/natsutani_clara,夏谷くらら,CC BY-NC-ND 4.0
補聴器を外すと静寂満ちてきて白湯のぬくみを聞いてゐる午後,,,"Jun 2, 2025 11:04 pm",https://twitter.com/Yatayosikazu101,箭田儀一,CC BY-NC-ND 4.0
飽和してなお降る雨に閉じぬ眼に裂けた鹿の耳ほのかにゆれる,,,"Jun 15, 2025 6:15 pm",https://twitter.com/HaL7sg,青兎,CC BY-NC-ND 4.0
遠雷に傘もたぬもの戦後とはいつまでだったかペトリコール,,,"Jun 4, 2025 5:24 pm",https://twitter.com/saku_furui,古井　朔,CC BY-NC-ND 4.0
水槽は金魚のかたちを覚えててねむれない日はひとりで遊ぶ,,,"Jun 11, 2025 2:10 pm",https://twitter.com/sonatine_yuki,村川愉季,CC BY-NC-ND 4.0
帰宅後に箱から出したケーキにはスキップをした痕跡がある,初出：5/14単語で短歌「ケーキ」,,"Jun 1, 2025 5:07 pm",https://twitter.com/RCodome,汐留ライス,CC BY-NC-ND 4.0
ブルーよりもっと深くの心海に待ってる指とつながる指と,,,"Jun 2, 2025 10:49 am",https://twitter.com/murasameshinco,ムラサメシンコ,CC BY-NC-ND 4.0
スパダリなワニの姿の宇宙人メロンソーダが飲みづらくて泣く,,,"May 31, 2025 8:30 am",https://twitter.com/SdkyvYNyii36997,たな,CC BY-NC-ND 4.0
朝が来ることが怖くて眠れないあなたは星の心にふれた,,,"May 31, 2025 9:55 pm",https://twitter.com/OkadaDouitsu,岡田道一,CC BY-NC-ND 4.0
イヤホンを外す世界の音がするここで生きてる息をしている,,,"Jun 15, 2025 11:36 am",https://twitter.com/Mii610248580331,おしいれのほや,CC BY-NC-ND 4.0
じっとりと汗ばむ私に手を乗せるあなたがひんやりぬるくなってく,,,"Jun 4, 2025 4:58 pm",https://twitter.com/koromo_GuwuG,照屋衣,CC BY-NC-ND 4.0
光ってるポメラニアンに無灯火でベルを鳴らしたHomo-arrogantia,傲慢なヒト,,"Jun 1, 2025 1:34 pm",https://twitter.com/misosarasenryu,鯖虎,CC BY-NC-ND 4.0
「瞬足」を履いた現代社会追い「カツゾカツゾ」と下駄が息巻く,,,"Jun 11, 2025 8:30 pm",https://twitter.com/@hijyouguchi_dot,非常口ドット,CC BY-NC-ND 4.0
私より長生きするはずだったのに居間のAIBOは亡骸となる,,,"Jun 15, 2025 4:57 pm",https://twitter.com/mouse_not_mouth,ねずみ,CC BY-NC-ND 4.0
終わらない職場の愚痴を聞きながら取り続けている豚肉の灰汁,,,"Jun 7, 2025 8:30 pm",https://twitter.com/Linon_non,りのん,CC BY-NC-ND 4.0
君たちがやっと静かになるまでにクジラはオパールになりました,学生が静かになるまでには遠大な時間を要する。たとえば化石がオパール化するまでの長い長い時間が。,,"Jun 2, 2025 12:13 pm",https://twitter.com/nina_minaduki27,水無月ニナ,CC BY-NC-ND 4.0
失った愛の痛みのざんざんと身に降るまでは燦々として,,,"May 30, 2025 3:31 pm",https://twitter.com/haku_reimi89013,白黎海,CC BY-NC-ND 4.0
ニンゲンもひどい呼び名があればいい　アホウドリだのニセアカシアだの,,,"Jun 7, 2025 12:54 pm",https://twitter.com/leslie_bekkie,別木れすり,CC BY-NC-ND 4.0
Googleを飲み込んだ鵜の喉震え要約されたアイを零して,AIによる要約。,,"Jun 1, 2025 1:36 pm",https://twitter.com/misosarasenryu,鯖虎,CC BY-NC-ND 4.0
ふ、と吹けばはかなく消える言の葉の地獄に触れた枯れぬ一葉,,,"Jun 8, 2025 2:52 pm",https://twitter.com/minamika7575,叭居,CC BY-NC-ND 4.0
薔薇騎士のあなたのうなじから香る紅いいのちを計りかねてる,,,"Jun 13, 2025 10:12 pm",https://twitter.com/Loswell612,白川楼瑠,CC BY-NC-ND 4.0
オーダーは何もない空仕立て屋は光沢のある黒を選んだ,,,"Jun 15, 2025 1:23 am",https://twitter.com/umi_tsukitokage,ツキミサキ,CC BY-NC-ND 4.0
世界地図みたいな水たまりがあり笑顔で蹂躙する子どもたち,,,"Jun 15, 2025 11:32 pm",https://twitter.com/swan88888888,白鳥,CC BY-NC-ND 4.0
スカイフィッシュ生け捕りにしたい 幸せに私だってなってみたいけれど,,,"Jun 1, 2025 10:36 pm",https://twitter.com/sonohi_1nichi,えふぇ,CC BY-NC-ND 4.0
永遠を定義するなり起動したきみを求める循環参照,,,"May 31, 2025 8:15 pm",https://twitter.com/marja0312tk,まる弥,CC BY-NC-ND 4.0
君と僕　確率の収束先はバッドエンドと知りつつも、なお,,,"May 29, 2025 1:28 pm",https://twitter.com/_sa_you_tanka_,稗田 白湯.,CC BY-NC-ND 4.0
優しさを疑う癖がなおらない 傷んだトマトも選ばれますか,,,"Jun 6, 2025 11:55 pm",https://twitter.com/buumekonbutya,ume,CC BY-NC-ND 4.0
生きている間に見たい風景がまだまだあってたくさんあって,,,"May 30, 2025 1:47 am",https://twitter.com/blue_navy_color,青色紺色,CC BY-NC-ND 4.0
炎天下膝にめり込む石英の濁りの中にひそむきらめき,,,"Jun 4, 2025 12:39 am",https://twitter.com/tenran_harugiri,せんぱい,CC BY-NC-ND 4.0
青白く光るスピカを教わってあなたに貰う石はもうない,,,"Jun 1, 2025 11:15 am",https://twitter.com/rebelxduck,木ノ宮むじな,CC BY-NC-ND 4.0
時代が残して来た舟を今は曳いてゆく船がない溢れるほどの愛も潰えた,,,"Jun 15, 2025 7:47 pm",https://twitter.com/sikibukyo,祥,CC BY-NC-ND 4.0
やめたはずの煙草を頼まれた銘柄はかわってない私もかわってない,ふと短歌を作ってみようと思い立って、最初に作った歌です。,,"Jun 1, 2025 3:17 pm",https://twitter.com/jg_asatsuki,麻月,CC BY-NC-ND 4.0
屋敷森取り払われてひと月経ちぬ またうぐいすの声聞けり初夏《しょか》,近所のお宅には立派な屋敷森が茂っていました。しかし、桜の季節の前にほとんど伐採されてしまいました。うぐいすがよく鳴いていました。その時を境にぱったり止んでしまい残念に思っていましたが、ひと月後に戻ってきたのを聞いて、うれしくなりました。,,"Jun 1, 2025 9:53 am",https://twitter.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
この街のノイズの角を取りながら　太陽はまた西へと沈む,,,"Jun 15, 2025 4:50 pm",https://twitter.com/mouse_not_mouth,ねずみ,CC BY-NC-ND 4.0
スターマイン終わったあとの一瞬にノイズを消せる職人がいる,,,"May 31, 2025 7:06 am",https://twitter.com/l0vemash,真朱,CC BY-NC-ND 4.0
p（ピアノ）とは弱くではなく優しくと二つの違ひを師に教へられ,高校の吹奏楽部の顧問の先生からの言葉です。「P（ピアノ）は”弱く”と教科書では習うが、これは明治期の誤訳です。“弱く”では音楽にならない、“優しく”です。」弱さと優しさの違いを、音楽を通じて教わりました。,,"Jun 13, 2025 3:44 pm",https://twitter.com/nioibanmatsuri1,匂蕃茉莉,CC BY-NC-ND 4.0
選ばれることなどなくて十八の渋谷の街の雑踏の中,高校を出てフリーターとなり、縁あって東京へ行きました。何者かになりたかったのですが、都会の人混みの中、自分の存在の小ささを感じました。,,"Jun 13, 2025 3:38 pm",https://twitter.com/nioibanmatsuri1,匂蕃茉莉,CC BY-NC-ND 4.0
しまい忘れた扇風機みたいブロックし忘れたラインにメッセージ,,,"Jun 1, 2025 3:18 pm",https://twitter.com/jg_asatsuki,麻月,CC BY-NC-ND 4.0
ケーキ屋の1番端の左下秘密のサバラン大人のケーキ,,,"Jun 15, 2025 11:44 pm",https://twitter.com/RAGE0406,紅生姜天ひやむぎっ,CC BY-NC-ND 4.0
弄ばれることに憧れ踊る夜　世界樹に火をはなつ指先,,,"Jun 13, 2025 10:12 pm",https://twitter.com/Loswell612,白川楼瑠,CC BY-NC-ND 4.0
かなしみと書かれたシールの裏紙は持ってて　僕は平たいからね,,,"Jun 2, 2025 8:51 am",https://twitter.com/tankapanda,短歌パンダ,CC BY-NC-ND 4.0
群れさせるためにイワシと住むマグロ　誰かの為にした結婚は,,,"Jun 2, 2025 1:19 am",https://twitter.com/d23705,北野白熊,CC BY-NC-ND 4.0
天使より悪魔のほうが綺麗だとあなたに逢ってから知りました,,,"Jun 2, 2025 6:29 pm",https://twitter.com/suimitudou16,睡密堂,CC BY-NC-ND 4.0
きみに会う改札口は狭すぎてあふれる愛をどうにかしてくれ,,,"Jun 3, 2025 3:50 pm",https://twitter.com/nuttarifan,乃木ひかり,CC BY-NC-ND 4.0
野の花を牛乳瓶に差して笑むこころをくれてありがとう母,,,"Jun 9, 2025 6:04 pm",https://twitter.com/sorapoky,山口絢子,CC BY-NC-ND 4.0
ネモフィラは面ではなくて個であると我が子が摘みし一輪にて知る,私自身ネモフィラ畑はずっと面だと捉えていましたが、お花に注目するとこの子たちは一輪ずつそれぞれ生きているのだと気づきこの歌を詠みました。,,"May 30, 2025 9:31 am",https://twitter.com/mahounomahou,まほう野まほう,CC BY-NC-ND 4.0
焼骨を待つ間の雑談に笑ってる私がいる　夕立が来る,,,"Jun 2, 2025 7:09 pm",https://twitter.com/Umi1146295,Umi.,CC BY-NC-ND 4.0
鉛筆は削らなければ使えないことすら忘れて海岸にいる,,,"Jun 7, 2025 2:44 pm",https://twitter.com/Are_you_Sayoko,四辻,CC BY-NC-ND 4.0
タンポポをダンデライオンと呼んだ日は少し大人になった気分で,,,"Jun 7, 2025 12:04 am",https://twitter.com/hiroyuki_life,hiroyuki,CC BY-NC-ND 4.0
飛び石をケンケンパッて飛んでいく春はわたしを捕まえられない,,,"Jun 14, 2025 11:41 pm",https://twitter.com/okanocoelacanth,みぎひと,CC BY-NC-ND 4.0
洗い髪、シャンプーの香がひらくよう、薄暑 ︎︎真夜中 ︎︎ばらの寝台,,,"Jun 2, 2025 11:21 pm",https://twitter.com/keshiki_kgym,久我山景色,CC BY-NC-ND 4.0
やわらかなアクアマリンに揺蕩った虹を跨いで向かう病室,,,"Jun 11, 2025 2:09 pm",https://twitter.com/sonatine_yuki,村川愉季,CC BY-NC-ND 4.0
とおくの星座をむすんでひらいてノスタルジーの非生産性,,,"Jun 11, 2025 4:26 pm",https://twitter.com/kurage_pancake,金井水月,CC BY-NC-ND 4.0
昼休みビルの屋上青い空煙草、珈琲に永遠の相,,,"Jun 13, 2025 7:08 pm",https://twitter.com/fromshino,篠崎蓮,CC BY-NC-ND 4.0
成分を選べるならばやさしさはあなたに処方してもらいたい,,,"May 31, 2025 12:24 am",https://twitter.com/18necco18,宮緖かよ,CC BY-NC-ND 4.0
茶道部の廃部が決まったその春に部長が初めて踏む畳縁,,,"Jun 1, 2025 5:11 pm",https://twitter.com/TEN_57577,てん,CC BY-NC-ND 4.0
じゃあねってきみは手を振る黒板をきれいに消していくように振る,,,"May 31, 2025 6:58 am",https://twitter.com/Koharu_kura,くらたか湖春,CC BY-NC-ND 4.0
